PROJ_NUM,PO,SD_NUM,SD_NAME,FACILITY,CLEAN_FACILITY_NAME,FACILITY_KEY,MINCODE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,FACILITY_TYPE,DESCRIPTION,PROGRAM,PROJECT_CODE,STATUS,YEAR_COMPLETED,PROV_TOTAL,SD_ACTUAL,_3RD_PARTY_ACTUAL,TOTAL_ACTUAL
127021,RC,69,Qualicum,Bowser Elementary,BOWSER ELEMENTARY,BOWSER,06969015,49.4461241,-124.6990363,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,220000,0,0,220000.0
126974,RC,69,Qualicum,Nanoose Elementary,NANOOSE ELEMENTARY,NANOOSE,06969018,49.2737429,-124.1907732,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,89000,0,0,89000.0
127174-05,RC,69,Qualicum,"Various - Ecole Secondaire Ballenas Secondary, Kwalikum Secondary, Bowser Elementary","VARIOUS - ECOLE SECONDAIRE BALLENAS SECONDARY, KWALIKUM SECONDARY, BOWSER ELEMENTARY","VARIOUS - ECOLE SECONDAIRE BALLENAS , KWALIKUM , BOWSER", ,,,N/A,Replace flooring,SEP,RENO,6 Complete,2016/2017,202300,0,0,202300.0
127616-2,DC,69,Qualicum,Ballenas Secondary,BALLENAS SECONDARY,BALLENAS,06969012,49.32209963,-124.3385305,Secondary,"Roof Repairs and replacement. Breakdown of phases: 390,000 (17/18 and underway); 486,620 (18/19), 857,855 (19/20); 643,275 (20/21); 549,115 (21/22) and 311,245 (22/23)",SEP,ROOFREP,6 Complete,2018/2019,486620,,,486620.0
127368-02,DC,69,Qualicum,Ballenas Secondary,BALLENAS SECONDARY,BALLENAS,06969012,49.32209963,-124.3385305,Secondary,Roof Replacement,SEP,ROOFREP,6 Complete,2017/2018,444639,0,0,444639.0
127368-03,DC,69,Qualicum,Ballenas Secondary,BALLENAS SECONDARY,BALLENAS,06969012,49.32209963,-124.3385305,Secondary,Transformer Replacement,SEP,ELECUP,6 Complete,2017/2018,234596,0,0,234596.0
127404,DC,70,Alberni,UCLUELELT ELEMENTARY,UCLUELELT ELEMENTARY,UCLUELELT,07070005,48.93936994,-125.54444,Elementary,Replace aged boilers,CNCP,MECHUP,6 Complete,2017/2018,311000,0,0,311000.0
127637,DC,70,Alberni,Ej Dunn Elementary,EJ DUNN ELEMENTARY,EJ DUNN,07070029,49.2339966,-124.7856241,Elementary,Universally Accessible Playground Equipment,PEP,NEW,6 Complete,2018/2019,105000,,,105000.0
127175-01,RC,70,Alberni,JOHN HOWITT ELEMENTARY,JOHN HOWITT ELEMENTARY,JOHN HOWITT,07070018,49.27148478,-124.7931445,Elementary,Boiler and Ventilation Upgrades,SEP,MECHUP,6 Complete,2016/2017,1000000,0,0,1000000.0
127403-02,DC,70,Alberni,WOOD ELEMENTARY,WOOD ELEMENTARY,WOOD,07070025,49.25156271,-124.790846,Elementary,"Indoor air quality, occupant comfort, improve operating efficiency with associated controls upgrade",SEP,MECHUP,6 Complete,2017/2018,754500,0,0,754500.0
127403-01,DC,70,Alberni,MAQUINNA ELEMENTARY,MAQUINNA ELEMENTARY,MAQUINNA,07070020,49.22720004,-124.7922229,Elementary,"Indoor air quality, occupant comfort, improve operating efficiency with associated controls upgrade",SEP,MECHUP,6 Complete,2017/2018,275000,0,0,275000.0
127609,DC,70,Alberni,Maquinna Elementary,MAQUINNA ELEMENTARY,MAQUINNA,07070020,49.22720004,-124.7922229,Elementary,"Phase 2 of HVAC upgrade including new Unit Ventilators, Air Handlers, Boilers and Piping",SEP,MECHUP,6 Complete,2018/2019,975000,,,975000.0
127403-03,DC,70,Alberni,Wickaninnish Community ,WICKANINNISH COMMUNITY ,WICKANINNISH COMMUNITY,07070024,49.15023149,-125.9044603,Elementary,Remove and replace roofing on main school building,SEP,ROOFREP,6 Complete,2017/2018,450000,0,0,450000.0
127175-02,RC,70,Alberni,Wood Elementary,WOOD ELEMENTARY,WOOD,07070025,49.25156271,-124.790846,Elementary,Replace HVAC system,SEP,MECHUP,6 Complete,2016/2017,350000,0,0,350000.0
126846,RC,71,Comox Valley,Royston Elementary,ROYSTON ELEMENTARY,ROYSTON,07171072,49.64490454,-124.9503972,Elementary,Boiler Replacement,CNCP,MECHUP,6 Complete,2015/2016,90000,6600,6400,103000.0
127635,DC,71,Comox Valley,Valley View Elementary,VALLEY VIEW ELEMENTARY,VALLEY VIEW,07171080,49.70100392,-124.9586321,Elementary,"SD71 is committed to reducing GHG consumption throughout the district and ensuring the health and safety of students and staff.  The boilers at Valley View Elementary are at the end of their service life. This project will remove old, inefficient Bryan boilers and replace with 6 high efficiency Viessmann condensing boilers. ",CNCP,MECHUP,6 Complete,2018/2019,143500,,,143500.0
127176-01,RC,71,Comox Valley,Lake Trail Middle School ,LAKE TRAIL MIDDLE SCHOOL ,LAKE TRAIL,07171052,49.68097455,-125.010887,Middle,"SD71, Comox Valley, is committed to reducing GHG consumption throughout the district and ensuring the health and safety of students and staff while in SD 71 buildings.  The current building heating system at Lake Trail Middle School is at the end of it's service life. The boiler replacment project, from July to September 2016, will involve removal of Teledyne boilers and replacement with seven high efficiency Viessmann Vitodens 200-W condensing boilers in Lake Trail Middle School - a central Courtenay school. See attached Mechanical Report for verification. ",CNCP,MECHUP,6 Complete,2016/2017,100250,34349,25000,159599.0
127750,DC,71,Comox Valley,Courtenay Elementary,COURTENAY ELEMENTARY,COURTENAY,07171065,49.68225916,-124.9982367,Elementary,Universally Accessible Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,105000,,,105000.0
127634-1,DC,71,Comox Valley,Royston Elementary,ROYSTON ELEMENTARY,ROYSTON,07171072,49.64490454,-124.9503972,Elementary," Install a fire protection sprinkler system plus replace old inefficient unit ventilators and exhaust fans that have been in service more than 35 years. This is a phased project with year one costs of $465,000 and year two costs of $465,000",SEP,MECHUP,6 Complete,2018/2019,464999.68,,,464999.7
127176-02,RC,71,Comox Valley,Courtenay Elementary,COURTENAY ELEMENTARY,COURTENAY,07171065,49.68225916,-124.9982367,Elementary,Cladding replacement and exit upgrades,SEP,RENO,6 Complete,2016/2017,364700,0,0,364700.0
127022,RC,71,Comox Valley,Courtenay Elementary,COURTENAY ELEMENTARY,COURTENAY,07171065,49.68225916,-124.9982367,Elementary,Energy,SEP,ENERGY,6 Complete,2015/2016,170100,0,0,170100.0
127023,RC,71,Comox Valley,Mark Isfeld Secondary,MARK ISFELD SECONDARY,MARK ISFELD,07171054,49.7032621,-124.9590384,Secondary,Energy,SEP,ENERGY,6 Complete,2015/2016,166800,0,0,166800.0
126975,RC,71,Comox Valley,Lake Trail Secondary,LAKE TRAIL SECONDARY,LAKE TRAIL,07171052,49.68097455,-125.010887,Secondary,Energy,SEP,ENERGY,6 Complete,2015/2016,127000,0,0,127000.0
127634-2,DC,71,Comox Valley,Various,VARIOUS,VARIOUS, ,,,N/A,Georges P. Vanier secondary and Highland Secondary: Replacement of moveable gym wall dividers.  An independent contractor inspected the moveable gym walls at Vanier and Highland and recommended that they be immediately removed from service and replaced. The trolley carriers are at risk of detaching from the panels allowing the panel to fall. Each panel is made of wood and weighs 1000 pounds.,SEP,RENO,6 Complete,2018/2019,220000,,,220000.0
127370-01,DC,71,Comox Valley,Various,VARIOUS,VARIOUS, ,,,N/A,Lighting upgrade,SEP,ENERGY,6 Complete,2017/2018,285000,0,0,285000.0
127370-02,DC,71,Comox Valley,Courtenay Elementary,COURTENAY ELEMENTARY,COURTENAY,07171065,49.68225916,-124.9982367,Elementary,This is Phase 3 of the building envelope remediation of the school. ,SEP,HEALTH,6 Complete,2017/2018,303600,0,0,303600.0
127176-03,RC,71,Comox Valley,Cumberland Community School,CUMBERLAND COMMUNITY SCHOOL,CUMBERLAND COMMUNITY,07171053,49.62154095,-125.0333844,Elem-Sec,Upgrade direct digital control system,SEP,MECHUP,6 Complete,2016/2017,169800,0,0,169800.0
126923,DC,72,Campbell River,Board Office,BOARD OFFICE,BOARD OFFICE, ,,,Other,building envelope remediation,BEP,RENO,6 Complete,2017/2018,1141038,0,0,1141038.0
126847,RC,72,Campbell River,Cedar Elementary,CEDAR ELEMENTARY,CEDAR,07272029,50.01245764,-125.2447193,Elementary,Boiler Replacement,CNCP,MECHUP,6 Complete,2015/2016,50000,41800,0,91800.0
127388,DC,72,Campbell River,Southgate Middle,SOUTHGATE MIDDLE,SOUTHGATE,07272016,49.96793597,-125.2341769,Middle,Life cycle replacement of boilers,CNCP,MECHUP,6 Complete,2017/2018,50000,0,0,50000.0
127749,DC,72,Campbell River,Cedar Elementary,CEDAR ELEMENTARY,CEDAR,07272029,50.01245764,-125.2447193,Elementary,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
115127,RC,72,Campbell River,�cole Willow Point Elementary,�COLE WILLOW POINT ELEMENTARY,�COLE WILLOW POINT,07272097,49.96704829,-125.2160499,Elementary,Seismic - Phase 1 Upgrade - RESTRICTED CAPITAL,Seismic - Phase 1,UPGRADE,6 Complete,2015/2016,0,1067600,0,1067600.0
115123,RC,72,Campbell River,Pinecrest Elementary,PINECREST ELEMENTARY,PINECREST,07272065,50.00230846,-125.2428473,Elementary,Seismic - Phase 2 Upgrade - RESTRICTED CAPITAL,Seismic - Phase 2,UPGRADE,6 Complete,2015/2016,0,2796654,0,2796654.0
115124,AA,72,Campbell River,Cortes Island Elem Jr Secondary,CORTES ISLAND ELEM JR SECONDARY,CORTES ISLAND ELEM JR,07272017,50.06001058,-124.9831086,Elem-Sec,Seismic Upgrade,Seismic - Phase 2,UPGRADE,6 Complete,2019/2020,2109492,,,2109492.0
127387-01,DC,72,Campbell River,Southgate Middle,SOUTHGATE MIDDLE,SOUTHGATE,07272016,49.96793597,-125.2341769,Middle,Boiler Replacement,SEP,MECHUP,6 Complete,2017/2018,358528,0,0,358528.0
127684-2,DC,72,Campbell River,Timberline Secondary,TIMBERLINE SECONDARY,TIMBERLINE,07272012,49.97982638,-125.245079,Secondary,Dust collection system replacement,SEP,MECHUP,6 Complete,2018/2019,346494,,,346494.0
127684-1,DC,72,Campbell River,Carihi Secondary,CARIHI SECONDARY,CARIHI,07272010,50.01409557,-125.24911,Secondary,"Mechancial Upgrade to Blocks C & D. VFA Requirements 306174, 306181, 306380, 306177, 306178, 306179, 306379, 306180, 306190",SEP,MECHUP,6 Complete,2018/2019,505885,,,505885.0
127177-01,RC,72,Campbell River,Pinecrest Elementary,PINECREST ELEMENTARY,PINECREST,07272065,50.00230846,-125.2428473,Elementary,"Mechanical Upgrade, as per PIR 116343",SEP,MECHUP,6 Complete,2016/2017,100000,0,50000,150000.0
126976,RC,72,Campbell River,Pinecrest Elementary,PINECREST ELEMENTARY,PINECREST,07272065,50.00230846,-125.2428473,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,458000,0,0,458000.0
127177-02,RC,72,Campbell River,Carihi Secondary,CARIHI SECONDARY,CARIHI,07272010,50.01409557,-125.24911,Secondary,Replace flooring,SEP,RENO,6 Complete,2016/2017,280000,0,0,280000.0
127387-02,DC,72,Campbell River,Pinecrest Elementary,PINECREST ELEMENTARY,PINECREST,07272065,50.00230846,-125.2428473,Elementary,"Replace hot water radiators,  domestic hot water heaters, ventilators etc.",SEP,MECHUP,6 Complete,2017/2018,857353,0,0,857353.0
127178-03,TT,73,Kamloops-Thompson,JUNIPER RIDGE ELEMENTARY,JUNIPER RIDGE ELEMENTARY,JUNIPER RIDGE,07324077,50.66038271,-120.2446929,Elementary,"Replace 24 year old atmospheric with condensing boilers, DDC controls, valves and pumps.",CNCP,MECHUP,6 Complete,2016/2017,87000,128000,10000,225000.0
127755,DC,73,Kamloops-Thompson,Summit Elementary,SUMMIT ELEMENTARY,SUMMIT,07324068,50.65280697,-120.3480034,Elementary,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
127178-04,TT,73,Kamloops-Thompson,Raft River Elementary,RAFT RIVER ELEMENTARY,RAFT RIVER,07326012,51.64755485,-120.0095722,Elementary,Decommission 40-60 year old septic fields that are at the end of their life and connect school sewer system to municipal sewer system,SEP,MECHUP,6 Complete,2016/2017,715900,140000,0,855900.0
127025,TT,73,Kamloops-Thompson,Brocklehurst Middle School,BROCKLEHURST MIDDLE SCHOOL,BROCKLEHURST,07373081,50.70489688,-120.4012261,Middle,Energy,SEP,ENERGY,6 Complete,2015/2016,355600,0,0,355600.0
127024,TT,73,Kamloops-Thompson,Valleyview Secondary,VALLEYVIEW SECONDARY,VALLEYVIEW,07324045,50.67667333,-120.2751239,Secondary,Energy,SEP,ENERGY,6 Complete,2015/2016,304800,0,0,304800.0
126977,TT,73,Kamloops-Thompson,Norkam Secondary,NORKAM SECONDARY,NORKAM,07324044,50.6991403,-120.3710407,Secondary,Energy,SEP,ENERGY,6 Complete,2015/2016,233700,0,0,233700.0
126978,TT,73,Kamloops-Thompson,Summit Elementary,SUMMIT ELEMENTARY,SUMMIT,07324068,50.65280697,-120.3480034,Elementary,Energy,SEP,ENERGY,6 Complete,2015/2016,225000,0,0,225000.0
127371-01,DC,73,Kamloops-Thompson,Barriere Elementary,BARRIERE ELEMENTARY,BARRIERE,07324052,51.1786,-120.129,Elementary,Remove school off of septic systems and connect to new municipal waste system.,SEP,MECHUP,6 Complete,2017/2018,468000,0,0,468000.0
127178-05,TT,73,Kamloops-Thompson,Brocklehurst Middle ,BROCKLEHURST MIDDLE ,BROCKLEHURST,07373081,50.70489688,-120.4012261,Middle,Replace flooring,SEP,RENO,6 Complete,2016/2017,200000,0,0,200000.0
127371-02,DC,73,Kamloops-Thompson,Valleyview Secondary,VALLEYVIEW SECONDARY,VALLEYVIEW,07324045,50.67667333,-120.2751239,Secondary,Replacement of mechanical equipment ,SEP,MECHUP,6 Complete,2017/2018,769000,0,0,769000.0
127628-1,DC,73,Kamloops-Thompson,Sa-Hali Secondary,SA-HALI SECONDARY,SA-HALI,07324057,50.66395806,-120.3451338,Secondary,Woodshop dust collection system replacement,SEP,MECHUP,6 Complete,2018/2019,396000,,,396000.0
127628-2,DC,73,Kamloops-Thompson,Westsyde Secondary,WESTSYDE SECONDARY,WESTSYDE,07324055,50.76717101,-120.3481901,Secondary,Woodshop dust collection system replacement,SEP,MECHUP,6 Complete,2018/2019,396000,,,396000.0
127179-03,TT,74,Gold Trail,David Stoddart School,DAVID STODDART SCHOOL,DAVID STODDART,07474018,51.08566491,-121.5900778,Elem-Sec,Upgrade DDC system and provide CO2 demand controlled ventilation,CNCP,MECHUP,6 Complete,2016/2017,100000,62000,0,162000.0
127363,DC,74,Gold Trail,Desert Sands Community,DESERT SANDS COMMUNITY,DESERT SANDS COMMUNITY,07474019,50.73415592,-121.2677641,Elem-Sec,Full Mechanical upgrade for end of life systems,SEP,MECHUP,6 Complete,2017/2018,309000,0,0,309000.0
126979,TT,74,Gold Trail,Kumsheen Secondary,KUMSHEEN SECONDARY,KUMSHEEN,07430010,50.22270712,-121.5769063,Secondary,Health,SEP,HEALTH,6 Complete,2015/2016,836500,0,0,836500.0
126980,TT,74,Gold Trail,Lillooet Secondary,LILLOOET SECONDARY,LILLOOET,07429015,50.68521571,-121.9424875,Secondary,Mechup,SEP,MECHUP,6 Complete,2015/2016,177700,0,0,177700.0
127728-1,DC,74,Gold Trail,Lillooet Secondary,LILLOOET SECONDARY,LILLOOET,07429015,50.68521571,-121.9424875,Secondary,Phase 1 of 2 Mechanical upgrade,SEP,MECHUP,6 Complete,2018/2019,714000,,,714000.0
127728-2,DC,74,Gold Trail,Desert Sands Community School (formerly Ashcroft Secondary),DESERT SANDS COMMUNITY SCHOOL (FORMERLY ASHCROFT SECONDARY),DESERT SANDS COMMUNITY (FORMERLY ASHCROFT ),07474019,50.73415592,-121.2677641,Secondary,Phase 2 of 2 for mechanical upgrade,SEP,MECHUP,6 Complete,2018/2019,1182000,,,1182000.0
127179-05,TT,74,Gold Trail,Lillooet Secondary ,LILLOOET SECONDARY ,LILLOOET,07429015,50.68521571,-121.9424875,Secondary,Replace roofing,SEP,RENO,6 Complete,2016/2017,825000,0,0,825000.0
127179-04,TT,74,Gold Trail,DAVID STODDART SECONDARY,DAVID STODDART SECONDARY,DAVID STODDART,07474018,51.08566491,-121.5900778,Secondary,Roof Replacement,SEP,ROOFREP,6 Complete,2016/2017,313390,50000,0,363390.0
127207,TT,74,Gold Trail,Clinton Elementary,CLINTON ELEMENTARY,CLINTON, ,,,Elementary,Demolition,SPP,RENO,6 Complete,2017/2018,500081,0,0,500081.0
116353,ND,75,Mission,Silverdale Elementary,SILVERDALE ELEMENTARY,SILVERDALE,07575019,49.16269235,-122.400918,Elementary,Envelope Remediation,BEP,RENO,6 Complete,2015/2016,1389633,0,0,1389633.0
126848,ND,75,Mission,Mission Secondary,MISSION SECONDARY,MISSION,07575014,49.14110618,-122.3129219,Secondary,Boiler Replacement,CNCP,MECHUP,6 Complete,2015/2016,225485,204515,0,430000.0
127622-1,DC,75,Mission,Hatzic Middle,HATZIC MIDDLE,HATZIC,07575035,49.1529737,-122.2600625,Middle,Exterior Wallpacks and Parking Lot Lights replaced with LED lighting fixtures,CNCP,ENERGY,6 Complete,2018/2019,42000,,,42000.0
127622-2,DC,75,Mission,West Heights Elem,WEST HEIGHTS ELEM,WEST HEIGHTS ELEM,07575018,49.1424571,-122.3368237,Elem-Sec,Exterior Wallpacks and Parking Lot Lights replaced with LED lighting fixtures,CNCP,ENERGY,6 Complete,2018/2019,13000,,,13000.0
127622-3,DC,75,Mission,Dewdney Elementary,DEWDNEY ELEMENTARY,DEWDNEY,07575006,49.16542789,-122.1964858,Elementary,Replace boiler and domestic hot water,CNCP,MECHUP,6 Complete,2018/2019,345000,,,345000.0
127652,DC,75,Mission,Deroche Elementary,DEROCHE ELEMENTARY,DEROCHE,07575032,49.19033012,-122.0734991,Elementary,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
127618-2,DC,75,Mission,Silverdale Elementary,SILVERDALE ELEMENTARY,SILVERDALE,07575019,49.16269235,-122.400918,Elementary,East wall building envelope remediation including the roof section over,SEP,ROOFREP,6 Complete,2018/2019,490000,,,490000.0
126982,ND,75,Mission,Hatzic And Heritage Park Middle Schools,HATZIC AND HERITAGE PARK MIDDLE SCHOOLS,HATZIC AND HERITAGE PARK S, ,,,Middle,Mechup,SEP,MECHUP,6 Complete,2015/2016,433600,0,0,433600.0
127026,ND,75,Mission,Hatzic Middle School,HATZIC MIDDLE SCHOOL,HATZIC,07575035,49.1529737,-122.2600625,Middle,Mechup,SEP,MECHUP,6 Complete,2015/2016,330000,0,0,330000.0
126981,ND,75,Mission,Silverdale Elementary,SILVERDALE ELEMENTARY,SILVERDALE,07575019,49.16269235,-122.400918,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,210000,0,0,210000.0
127180-03,ND,75,Mission,Hatzic Middle School,HATZIC MIDDLE SCHOOL,HATZIC,07575035,49.1529737,-122.2600625,Middle,Phase 2 - Mechanical Upgrade,SEP,MECHUP,6 Complete,2016/2017,550000,0,0,550000.0
127180-04,ND,75,Mission,Windebank Elementary school,WINDEBANK ELEMENTARY SCHOOL,WINDEBANK,07575020,49.14415833,-122.2938521,Elementary,Phase 2 - Roof repairs or replacement,SEP,ROOFREP,6 Complete,2016/2017,500000,0,0,500000.0
127180-05,ND,75,Mission,Windebank Elementary,WINDEBANK ELEMENTARY,WINDEBANK,07575020,49.14415833,-122.2938521,Elementary,Replace HVAC system,SEP,MECHUP,6 Complete,2016/2017,375000,0,0,375000.0
127478-02,DC,75,Mission,Mission Central Elementary,MISSION CENTRAL ELEMENTARY,MISSION CENTRAL,07575014,49.14110618,-122.3129219,Elementary,"Replace old, inefficient boiler and domestic hot water.  ",SEP,MECHUP,6 Complete,2017/2018,320000,0,0,320000.0
127478-03,DC,75,Mission,Edwin S. Richards Elementary,EDWIN S. RICHARDS ELEMENTARY,EDWIN S. RICHARDS,07575015,49.15525658,-122.2990567,Elementary,"Replace old, inefficient boiler and sanitary sewer lift station.",SEP,MECHUP,6 Complete,2017/2018,440000,0,0,440000.0
127478-01,DC,75,Mission,Heritage Park Middle,HERITAGE PARK MIDDLE,HERITAGE PARK,07575036,49.14352755,-122.2904754,Middle,"Replace old, inefficient main heating plant.",SEP,MECHUP,6 Complete,2017/2018,570000,0,0,570000.0
127618-1,DC,75,Mission,Mission Secondary,MISSION SECONDARY,MISSION,07575014,49.14110618,-122.3129219,Secondary,Replace the 20T condensing units that service the administration and the 15T condensing unit servicing the library areas,SEP,MECHUP,6 Complete,2018/2019,290000,,,290000.0
127492,DC,78,Fraser-Cascade,Agassiz Elem/Sec,AGASSIZ ELEM/SEC,AGASSIZ ELEM/SEC,07876003,49.23755235,-121.7635157,Elem-Sec,"Life cycle replacement, energy effiency",CNCP,MECHUP,6 Complete,2017/2018,300000,0,0,300000.0
127726,DC,78,Fraser-Cascade,Boston Bar Elem/Sec,BOSTON BAR ELEM/SEC,BOSTON BAR ELEM/SEC,07832004,49.86130922,-121.4417303,Elem-Sec,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
114921,ND,78,Fraser-Cascade,C.E. Barry Intermediate/Coquihalla,C.E. BARRY INTERMEDIATE/COQUIHALLA,C.E. BARRY INTERMEDIATE/COQUIHALLA, ,,,Elementary,Seismic Upgrade (Phase 2 - 2012),Seismic - Phase 2,UPGRADE,6 Complete,2015/2016,2678203,78000,0,2756203.0
127181-01,ND,78,Fraser-Cascade,Boston Bar Elementary/Secondary,BOSTON BAR ELEMENTARY/SECONDARY,BOSTON BAR /,07832004,49.86130922,-121.4417303,Elem-Sec,Boiler upgrade,SEP,MECHUP,6 Complete,2016/2017,300000,20000,0,320000.0
127712-2,DC,78,Fraser-Cascade,Hope Secondary,HOPE SECONDARY,HOPE,07832003,49.38687827,-121.4440732,Secondary,dust collection system,SEP,MECHUP,6 Complete,2018/2019,320000,,,320000.0
126983,ND,78,Fraser-Cascade,Silver Creek Elm,SILVER CREEK ELM,SILVER CREEK ELM,07878012,49.3616807,-121.4628153,Elementary,Energy,SEP,ENERGY,6 Complete,2015/2016,160000,0,0,160000.0
127712-1,DC,78,Fraser-Cascade,Agassiz Elementary-Secondary,AGASSIZ ELEMENTARY-SECONDARY,AGASSIZ -,07876003,49.23755235,-121.7635157,Elem-Sec,LED lighting upgrade,SEP,ENERGY,6 Complete,2018/2019,250000,,,250000.0
127491-02,DC,78,Fraser-Cascade,Hope Secondary ,HOPE SECONDARY ,HOPE,07832003,49.38687827,-121.4440732,Secondary,life cycle replacement with LED and controls,SEP,ENERGY,6 Complete,2017/2018,185000,0,0,185000.0
127491-01,DC,78,Fraser-Cascade,Coquihalla Elementary,COQUIHALLA ELEMENTARY,COQUIHALLA,07832006,49.38710931,-121.4383733,Elementary,life cycle replacement with LED and controls,SEP,ENERGY,6 Complete,2017/2018,105000,0,0,105000.0
127027,ND,78,Fraser-Cascade,Kent Elementary,KENT ELEMENTARY,KENT,07876007,49.2341366,-121.7584008,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,1300000,0,0,1300000.0
127491-03,DC,78,Fraser-Cascade,Agassiz Elem/Sec.,AGASSIZ ELEM/SEC.,AGASSIZ ELEM/SEC.,07876003,49.23755235,-121.7635157,Elem-Sec,partial roofing replacement,SEP,ROOFREP,6 Complete,2017/2018,350000,0,0,350000.0
127491-04,DC,78,Fraser-Cascade,Hope Secondary ,HOPE SECONDARY ,HOPE,07832003,49.38687827,-121.4440732,Secondary,Replace domestic water supply system,SEP,MECHUP,6 Complete,2017/2018,300000,0,0,300000.0
127181-02,ND,78,Fraser-Cascade,"Various - Harrison Hot Springs Elementary, Agassiz Elementary Secondary School, Hope Secondary, Silver Creek Elementary, Boston Bar Elementary, Coquihalla Elementary","VARIOUS - HARRISON HOT SPRINGS ELEMENTARY, AGASSIZ ELEMENTARY SECONDARY SCHOOL, HOPE SECONDARY, SILVER CREEK ELEMENTARY, BOSTON BAR ELEMENTARY, COQUIHALLA ELEMENTARY","VARIOUS - HARRISON HOT SPRINGS , AGASSIZ , HOPE , SILVER CREEK , BOSTON BAR , COQUIHALLA", ,,,N/A,Upgrade direct digital control system,SEP,MECHUP,6 Complete,2016/2017,180000,0,0,180000.0
127182-03,RC,79,Cowichan Valley,France Kelsey Secondary,FRANCE KELSEY SECONDARY,FRANCE KELSEY, ,,,Secondary,,CNCP,ENERGY,6 Complete,2016/2017,290000,0,0,290000.0
127653,DC,79,Cowichan Valley,Mill Bay Elementary,MILL BAY ELEMENTARY,MILL BAY,07965003,48.67256831,-123.5678407,Elementary,Universally Accessible Playground Equipment,PEP,NEW,6 Complete,2018/2019,105000,,,105000.0
127028,RC,79,Cowichan Valley,Palsson Elementary,PALSSON ELEMENTARY,PALSSON,07966012,48.82934691,-124.0518706,Elementary,Health,SEP,HEALTH,6 Complete,2015/2016,200000,0,0,200000.0
127182-04,RC,79,Cowichan Valley,Maple Bay ElementaryCobble Hill Elementary,MAPLE BAY ELEMENTARYCOBBLE HILL ELEMENTARY,MAPLE BAY COBBLE HILL, ,,,Elementary,"Replace existing shingle roofing with new metal roofing (materials purchased with 2015/16 AFG funds), correct structural deficiency",SEP,ROOFREP,6 Complete,2016/2017,176000,152033,0,328033.0
127613,DC,79,Cowichan Valley,Various,VARIOUS,VARIOUS, ,,,N/A,"Re-roofing - SD79 District Resource Centre, Cowichan Secondary, Alex Aitken Elementary, Alexander Elementary, Bench Elementary, Francis Kelsey Secondary, Discovery Elementary and Lake Cowichan Secondary",SEP,ROOFREP,6 Complete,2018/2019,800000,,,800000.0
127480,DC,79,Cowichan Valley,"Cowichan Secondary, Alexander Elementary, etc.","COWICHAN SECONDARY, ALEXANDER ELEMENTARY, ETC.","COWICHAN , ALEXANDER , ETC.", ,,,N/A,Roof Repairs / Replacement,SEP,MECHUP,6 Complete,2017/2018,515000,0,0,515000.0
127182-05,RC,79,Cowichan Valley,Ecole Cobble Hill Elementary,ECOLE COBBLE HILL ELEMENTARY,ECOLE COBBLE HILL,07979042,48.6929195,-123.5899076,Elementary,Upgrade waste water treatment plant,SEP,MECHUP,6 Complete,2016/2017,220000,0,0,220000.0
126849,TT,81,Fort Nelson,J S Clark Elementary,J S CLARK ELEMENTARY,J S CLARK,08181014,58.80799643,-122.6886038,Elementary,Boiler Replacement,CNCP,MECHUP,6 Complete,2015/2016,54998,0,0,54998.0
127676,DC,81,Fort Nelson,Js Clark Elementary,JS CLARK ELEMENTARY,JS CLARK,08181014,58.80799643,-122.6886038,Elementary,Universally Accessible Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,105000,,,105000.0
127183-01,TT,81,Fort Nelson,Fort Nelson Secondary,FORT NELSON SECONDARY,FORT NELSON,08181013,58.80992582,-122.71259,Secondary,replace 25KV primary disconnect switch,SEP,ELECUP,6 Complete,2016/2017,123474,72525.68,0,195999.7
127183-02,TT,81,Fort Nelson,"Various - J S Clark Elementary, G W Carlson Elementary, Fort Nelson Secondary","VARIOUS - J S CLARK ELEMENTARY, G W CARLSON ELEMENTARY, FORT NELSON SECONDARY","VARIOUS - J S CLARK , G W CARLSON , FORT NELSON", ,,,N/A,Replace flooring,SEP,RENO,6 Complete,2016/2017,210860,0,0,210860.0
127351-01,DC,81,Fort Nelson,Various ,VARIOUS ,VARIOUS, ,,,N/A,Roof Replacement,SEP,ROOFREP,6 Complete,2017/2018,674500,0,0,674500.0
127038,TT,81,Fort Nelson,Fort Nelson Secondary,FORT NELSON SECONDARY,FORT NELSON,08181013,58.80992582,-122.71259,Secondary,Roofrep,SEP,ROOFREP,6 Complete,2015/2016,912000,0,0,912000.0
